Meta_score,Title,desc1,duration,image,rated,rating,releaseYear,vote
64,3429. Patriot Games,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",1h 57m,"https://m.media-amazon.com/images/M/MV5BZWQ3Y2NiOGEtNjdmMS00ODI1LTk0ODktM2U3NjllNzlmZTkxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.8,1992,122K
73,3430. Creed III,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.",1h 56m,"https://m.media-amazon.com/images/M/MV5BN2ViODVjYzgtNjQ5Ny00YTRjLThhYmYtYTkyOTk4MzYxMGVhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.7,2023,96K
66,3431. Valley Girl,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMjA4NzI5OTgyMV5BMl5BanBnXkFtZTgwODgwNjU1MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.4,1983,19K
75,3432. Polite Society,"Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting her friends' help, she attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood.",1h 44m,"https://m.media-amazon.com/images/M/MV5BM2RjMjU0NDMtMmM2MS00MTRmLWI1YmMtZWQwZjUxNzZhMWEyXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.6,2023,11K
54,3433. From Hell,"After five ritualistic murders are committed in 1888 London, Inspector Abberline's assignment is to investigate the ""Jack the Ripper"" murders. Along with a string of mutilated prostitutes, he uncovers a conspiracy involving the government.",2h 2m,"https://m.media-amazon.com/images/M/MV5BNzA5N2RlZDItNzc5My00YjIwLWFiMzktYTI1NDg0MDc1YTY1XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.7,2001,166K
,3434. Exam,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.",1h 41m,"https://m.media-amazon.com/images/M/MV5BNDg2NzM2NzIwNF5BMl5BanBnXkFtZTcwODE2ODc1Mg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",Not Rated,6.8,2009,127K
76,3435. King Richard,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.,2h 24m,"https://m.media-amazon.com/images/M/MV5BYTcyNmY4ZGEtYmE4Zi00ZDViLTlmYzMtMmQ4ZTM4OWNmZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.5,2021,141K
20,3436. Joe Dirt,"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",1h 31m,"https://m.media-amazon.com/images/M/MV5BMTE5NDgxNzU1MV5BMl5BanBnXkFtZTYwODQ4ODE3._V1_QL75_UX140_CR0,2,140,207_.jpg",PG-13,6.0,2001,62K
42,3437. Inferno,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks and they race across Europe together against the clock to foil a deadly global plot.",2h 1m,"https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.2,2016,192K
56,3438. Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",1h 47m,"https://m.media-amazon.com/images/M/MV5BNDBhNGJlOTAtM2ExNi00NmEzLWFmZTQtYTZhYTRlNjJjODhmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.1,2005,59K
,3439. Gonjiam: Haunted Asylum,The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.,1h 35m,"https://m.media-amazon.com/images/M/MV5BOWI1Yjk5ZWEtZjcyNS00NmZkLWFkNzUtMDA5YmNhODA1ZDVhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Not Rated,6.4,2018,17K
44,3440. The Losers,"A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",1h 37m,"https://m.media-amazon.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_QL75_UX140_CR0,4,140,207_.jpg",PG-13,6.2,2010,108K
81,3441. The Damned United,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,1h 38m,"https://m.media-amazon.com/images/M/MV5BMjEyMzkzMjM0MV5BMl5BanBnXkFtZTcwNzE3NTU3Mg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,7.5,2009,46K
68,3442. The Adventures of Tintin,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,1h 47m,"https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.3,2011,245K
64,3443. Miss Sloane,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",2h 12m,"https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.5,2016,84K
,3444. Mr. Klein,"In German-occupied Paris, an immoral art dealer, Robert Klein, leads a life of luxury, until a copy of a Jewish newspaper brings him to the attention of the police, linking him with a mysterious doppelgänger. Will Mr. Klein clear his name?",2h 3m,"https://m.media-amazon.com/images/M/MV5BMDc1MTQ0NGUtYWVkNy00OWM2LTgzYjItN2VhNzE3ZDAzNThjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",PG,7.5,1976,9.4K
61,3445. On Her Majesty's Secret Service,"British agent James Bond goes undercover to pursue the villainous Ernst Stavro Blofeld, who is planning to hold the world to ransom.",2h 22m,"https://m.media-amazon.com/images/M/MV5BZGFlNGNiMmQtMThhZS00MWMxLWFiNGItZTM4ZmJlODM3ZmU2XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX140_CR0,3,140,207_.jpg",PG,6.7,1969,101K
64,3446. Silverado,A misfit bunch of friends comes together to right the injustices which exist in a small town.,2h 13m,"https://m.media-amazon.com/images/M/MV5BYTljNTE5YmUtMGEyZi00ZjI4LWEzYjUtZDY2YWEwNzVmZjRkXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX140_CR0,3,140,207_.jpg",PG-13,7.2,1985,50K
66,3447. Crimson Tide,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so.",1h 56m,"https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.3,1995,125K
44,3448. Incident in a Ghostland,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange.",1h 31m,"https://m.media-amazon.com/images/M/MV5BYmQzNzMxYTQtMTllOS00MTRiLWE3NWMtOGZmNDcwYjg1YzE3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,6.4,2018,41K
63,3449. Hard Target,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",1h 37m,"https://m.media-amazon.com/images/M/MV5BMjc5YmU3MjUtNmRhYy00MjQ5LWI1ZTMtOGQzYTE1N2I4ZTEzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",NC-17,6.2,1993,57K
25,3450. Cobra,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.,1h 27m,"https://m.media-amazon.com/images/M/MV5BOWZhOWVmMzctY2RjMi00YzkxLTkwOGQtODA2MDk1MDg1ZWVlXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,5.8,1986,81K
,3451. The Key Game,"Laura questions her long-time relationship with Antonio when her former classmate Sergio and his girlfriend Siena enter their lives, shaking up the dynamics of Laura's close-knit friend group.",1h 47m,"https://m.media-amazon.com/images/M/MV5BOTdkZGNkMzctYjlmYy00MzQxLTliMTMtNjA3MmI3MDkyZTljXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Not Rated,4.9,2022,1.1K
72,3452. Candyman,A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,1h 31m,"https://m.media-amazon.com/images/M/MV5BOWEzNDAxYmEtYWU0Zi00ZjZjLTkxY2QtMGY1MjY5ZjVhNDdjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,7,140,207_.jpg",R,5.9,2021,77K
33,3453. The Dukes of Hazzard,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",1h 44m,"https://m.media-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,5.1,2005,82K
70,3454. 1922,"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",1h 42m,"https://m.media-amazon.com/images/M/MV5BYTFmYmJkM2YtYzFjNS00NGI2LThiOWMtNGVhZDZiOGI0NDBhXkEyXkFqcGdeQXVyNjU1OTMzNDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-MA,6.2,2017,73K
78,3455. The Color Purple,"A tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.",2h 34m,"https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",PG-13,7.7,1985,99K
43,3456. The Art of Racing in the Rain,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",1h 49m,"https://m.media-amazon.com/images/M/MV5BZjU5ZTYzM2MtNDNhYi00YjU1LWE4MzEtODc0NmNlODZlMjlhXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.6,2019,39K
71,3457. 48 Hrs.,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,1h 36m,"https://m.media-amazon.com/images/M/MV5BYWFkZjNkNmEtMTE5OC00MzA4LThkNWUtOWJlNjUxZGFiYzhmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.9,1982,87K
83,3458. From Russia with Love,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.,1h 55m,"https://m.media-amazon.com/images/M/MV5BMDU5ZWMxZjctZWNjNi00OGYxLWI0MDEtZmJhYTJkMmEyMTIyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,4,140,207_.jpg",PG,7.3,1963,147K
55,3459. The Croods,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",1h 38m,"https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.1,2013,235K
61,3460. Slap Shot,A failing ice hockey team finds success with outrageously violent hockey goonery.,2h 3m,"https://m.media-amazon.com/images/M/MV5BMTk0MzcwNzc3NV5BMl5BanBnXkFtZTgwMTYzODg4MDE@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,7.3,1977,42K
86,3461. Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",2h 4m,"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",R,7.7,1980,58K
69,3462. The Night Comes for Us,"Ito, a gangland enforcer, is caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.",2h 1m,"https://m.media-amazon.com/images/M/MV5BZTJhMWE4MDUtYTIzYi00M2ZmLThhNjgtZTM2YTY0NDU1NWJhXkEyXkFqcGdeQXVyOTA5NzQ0MDQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-MA,6.9,2018,30K
39,3463. The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,1h 41m,"https://m.media-amazon.com/images/M/MV5BMTg5NDk3MjAzMF5BMl5BanBnXkFtZTcwMjUyNzExNw@@._V1_QL75_UX140_CR0,4,140,207_.jpg",PG-13,6.4,2012,115K
45,3464. The 'Burbs,An overstressed suburbanite and his neighbors are convinced that the new family on the block is part of a murderous Satanic cult.,1h 42m,"https://m.media-amazon.com/images/M/MV5BNWE1OGExYzQtYzRjOS00MmJhLWE3OTYtZjkzOTNlMjJlZTQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,6.8,1989,85K
62,3465. The Chronicles of Narnia: Prince Caspian,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",2h 30m,"https://m.media-amazon.com/images/M/MV5BM2Q3NWExNjYtM2MwMC00NmM0LTgzZDctMzcxNjE4ZTk5ODA3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG,6.5,2008,228K
53,3466. The Mauritanian,Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,2h 9m,"https://m.media-amazon.com/images/M/MV5BNzkwZDQ1ZTMtMWFhOC00YjliLWE2ZDEtNDlmYjU2YjNkMDVlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.5,2021,64K
30,3467. The Hangover Part III,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",1h 40m,"https://m.media-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_QL75_UX140_CR0,4,140,207_.jpg",R,5.8,2013,340K
73,3468. The Man in the Moon,A coming of age story set in the south of the U.S. when Elvis was King.,1h 39m,"https://m.media-amazon.com/images/M/MV5BY2U1NjljOTgtNDE2My00OWI2LThmMTctMTAwNThkYmNhNzA3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.3,1991,19K
,3469. Primitive War,Vietnam. 1968. A recon unit known as Vulture Squad is sent to an isolated jungle valley to uncover the fate of a missing Green Beret platoon. They soon discover they are not alone.,Not Relased,"https://m.media-amazon.com/images/M/MV5BZTk4OTlmZDQtYjM2ZC00ZTg3LThlYzItNzk1YjVmYTlkNGUwXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Not Rated,,,0
74,3470. Oklahoma!,"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",2h 25m,"https://m.media-amazon.com/images/M/MV5BNTJjMjY5YzMtZGUzNS00NDgzLTllZjctZjgyNjJmZmFhYzVlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,3,140,207_.jpg",G,7.0,1955,14K
80,3471. Cabaret,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,2h 4m,"https://m.media-amazon.com/images/M/MV5BYzEzZWU3ZTctMGRmZi00YTBiLThhN2UtNzRmNjI5ZGRhOTJlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",PG,7.8,1972,60K
38,3472. Taking Lives,"A murder spree in Montreal, with the killer embracing his victims' identities, leads to an investigation by the FBI agent Illeana Scott. Her bond with an art dealer is crucial to solving the case.",1h 43m,"https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.2,2004,96K
84,3473. Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered.",1h 39m,"https://m.media-amazon.com/images/M/MV5BZmI5YzM1MjItMzFmNy00NGFkLThlMDUtZjZmYTZkM2QxMjU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,7.5,1984,107K
48,3474. Escape Room: Tournament of Champions,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before.",1h 28m,"https://m.media-amazon.com/images/M/MV5BY2U5ZjU0MmUtNzExMS00NGQwLTllZGEtZGE3ZDMwNDUzMjM3XkEyXkFqcGdeQXVyNzYyOTM1ODI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.7,2021,61K
,3475. Fahrenheit 451,"In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman - and begins to rebel against society.",1h 40m,"https://m.media-amazon.com/images/M/MV5BZmM1ZGJkZDgtNzBlNS00YjkyLTk3NGEtZTIxMGVkMTk2Yjg1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-14,5.0,2018,23K
51,3476. Trolls World Tour,"When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.",1h 31m,"https://m.media-amazon.com/images/M/MV5BMTI5NmViY2YtNDk5NC00NjY2LWFlNGYtOGEwNzY1MTZmMjFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,7,140,207_.jpg",PG,6.1,2020,30K
40,3477. Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",1h 48m,"https://m.media-amazon.com/images/M/MV5BYzFjYWVhYzYtMDZjNi00ZTc5LTk1MWQtNTBlZTA1MDFhMzY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.3,2014,186K
77,3478. Zulu,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,2h 18m,"https://m.media-amazon.com/images/M/MV5BNzBkOTE1MjktMDQ4NS00YTYxLWIwZGMtNDMyN2QwMjMzZDI0XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Approved,7.7,1964,43K
52,3479. Players,"A sports writer unused to relationships falls for a fling, leading her to reconsider playing the field in favor of commitment.",1h 45m,"https://m.media-amazon.com/images/M/MV5BYTNiYzY1MmYtOGY5Zi00ODk3LTg2OGQtZTUyOTA1NzljOWUzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-MA,5.7,2024,11K
,3480. Return to Silent Hill,"When a mysterious letter calls him back to Silent Hill in search of his lost love, James finds a once-recognizable town and encounters terrifying figures both familiar and new, and begins to question his own sanity.",Not Relased,"https://m.media-amazon.com/images/M/MV5BOGJkODIyN2UtZjk0NC00N2U4LTlhMzktYzRkNmRhYzgwYTM0XkEyXkFqcGdeQXVyMTU0MDkwNTY5._V1_QL75_UY207_CR114,0,140,207_.jpg",Not Rated,,,0
55,3481. Green Street Hooligans,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",1h 49m,"https://m.media-amazon.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,7.4,2005,163K
43,3482. Death Note,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.",1h 41m,"https://m.media-amazon.com/images/M/MV5BMTUwOTgzMTEyOF5BMl5BanBnXkFtZTgwNTk3MTM5MjI@._V1_QL75_UX140_CR0,1,140,207_.jpg",TV-MA,4.5,2017,91K
53,3483. The Handmaid's Tale,"Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families.",1h 48m,"https://m.media-amazon.com/images/M/MV5BNWZkYTliZWUtNWZiMi00MTU4LWJjYWUtYzA3NmJiMDBhN2I3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX140_CR0,5,140,207_.jpg",R,6.0,1990,11K
66,3484. Skinamarink,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",1h 40m,"https://m.media-amazon.com/images/M/MV5BMTE0MTM4ZGUtMjE3Yi00ZjZlLWExYjAtNWFkNTc5ZGM5MDMzXkEyXkFqcGdeQXVyMTI2NTcyMjU5._V1_QL75_UY207_CR0,0,140,207_.jpg",Not Rated,4.8,2022,17K
40,3485. Wicker Park,"A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.",1h 54m,"https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.9,2004,59K
40,3486. Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",1h 32m,"https://m.media-amazon.com/images/M/MV5BMjAyNjkyOTgzNF5BMl5BanBnXkFtZTgwMTk0MDc2MzE@._V1_QL75_UX140_CR0,3,140,207_.jpg",R,5.6,2015,61K
